stcofips,State,Name,wheat1950bu,wheat1954bu,wheat1959bu,wheat1964bu,wheat1969bu,wheat1974bu,wheat1978bu,wheat1982bu,wheat1987bu,wheat1992bu,wheat1997bu,wheat2002bu,wheat2007bu,wheat2012bu,wheat2017bu
28125,MS,Sharkey,3650,0,25370,299535,124169,113311,44214,1143563,244027,275240,349638,61943,347135,485891,20024
28127,MS,Simpson,0,0,0,2212,0,2500,0,0,0,2500,0,9106,5250,68633,0
28129,MS,Smith,0,0,90,112,360,7595,8965,59819,18806,0,0,18806,18806,29690,0
28131,MS,Stone,0,0,0,0,1531,4915,6123,13490,12104,0,0,0,0,12104,0
28133,MS,Sunflower,20821,0,61250,376824,166557,148034,68422,1058043,277683,254631,444916,647304,1372254,2005168,2005168
28135,MS,Tallahatchie,2385,0,42515,66732,57961,48348,24806,672591,146067,74992,142188,394209,1338656,2177561,31840
28137,MS,Tate,80,0,3450,3370,13225,17808,119941,530089,183311,95886,56520,75104,287071,325546,157900
28139,MS,Tippah,75,0,550,800,180,1400,1400,22520,4700,16446,3385,3385,43250,284076,0
28141,MS,Tishomingo,115,0,150,418,200,860,5400,87246,23700,38886,0,2150,16350,49200,0
28143,MS,Tunica,7790,0,116306,489709,179107,409618,284547,1418381,857234,552966,169411,189826,1275043,847531,128710
28145,MS,Union,0,0,140,270,1849,655,655,100108,18744,11813,4346,3800,3800,13551,13551
28147,MS,Walthall,0,0,0,1875,577,5120,5120,216003,120017,13900,0,13900,99229,16621,0
28149,MS,Warren,0,0,1000,1000,833,833,0,232515,56998,32402,32402,41964,133378,396721,16760
28151,MS,Washington,9053,0,66547,547452,300177,399798,174229,2941913,1086373,797623,913035,490949,2043971,1651801,58505
28153,MS,Wayne,0,0,120,0,487,1100,0,1100,1000,8730,18800,4781,0,0,0
28155,MS,Webster,0,0,1050,1095,775,70,70,85151,10200,0,0,0,0,16760,0
28157,MS,Wilkinson,0,0,100,0,308,0,0,0,0,7460,0,7460,7460,7460,0
28159,MS,Winston,100,0,0,1500,0,2222,0,92697,15670,15670,0,15670,0,15670,15670
28161,MS,Yalobusha,0,0,0,0,1510,4803,0,0,0,0,0,866,42918,42918,0
28163,MS,Yazoo,475,0,43243,152839,68384,41943,108945,669075,184648,243917,155892,280659,336162,885673,53707
29001,MO,Adair,133308,165583,147391,181710,82988,57491,15299,208710,34619,63705,138641,160848,108383,96595,75407
29003,MO,Andrew,230925,246300,278609,232874,136575,111002,155681,340584,65132,156842,115596,84012,53502,107905,94258
29005,MO,Atchison,196522,201360,168139,169723,223405,100595,50629,146529,59221,95901,32448,24305,31735,31735,0
29007,MO,Audrain,309311,585648,781883,1187860,497152,642290,547891,2227305,1049306,2252278,1775787,778828,1379267,1225471,1188943
29009,MO,Barry,136236,257728,91221,77647,66098,92448,65340,128665,61488,52443,50724,64217,33239,42511,266522
29011,MO,Barton,649369,1075932,972805,969253,841831,1631287,1282365,1599181,445156,2255683,2202076,1752432,1347325,2564437,2329728
29013,MO,Bates,571636,929832,797624,903045,470018,818060,824540,839048,109753,1420134,1617070,1185729,893477,1170422,1009176
29015,MO,Benton,143094,314460,230224,227745,133931,217671,114910,255128,73594,337161,294793,266545,271510,215892,137463
29017,MO,Bollinger,145817,0,122419,144888,158076,143823,139233,388772,164413,178816,211100,103907,131497,185640,151162
29019,MO,Boone,223207,385562,420023,533604,244761,321440,209652,813876,248987,759482,664853,374423,589222,426816,638549
29021,MO,Buchanan,455188,425224,506395,504024,421799,330879,271807,469828,180981,362910,277087,123159,125358,96127,67531
29023,MO,Butler,16570,0,265966,461972,484750,776695,447151,1282034,611032,627729,825124,606924,702754,695000,277944
29025,MO,Caldwell,234580,322877,327418,255069,181782,188112,91271,642361,91191,417637,193833,84562,196982,326140,281726
29027,MO,Callaway,249140,397031,423027,607455,262446,409573,390722,1033853,481448,872300,661088,320693,450821,428384,773926
29029,MO,Camden,12300,35317,4367,1289,770,4606,0,0,0,0,7605,3513,3513,0,0
29031,MO,Cape Girardeau,289415,0,358590,426926,465520,446900,414070,973865,636485,691616,855927,532463,554833,795774,1019272
29033,MO,Carroll,799192,1072120,1010013,1127777,648573,673946,325442,1439509,395591,1814232,1607826,446863,586422,329085,208882
29035,MO,Carter,6054,0,6778,2604,1872,2725,3250,2875,11818,0,0,11818,0,0,0
29037,MO,Cass,386788,602484,624842,462617,207758,255295,196839,323279,123001,589280,474335,514271,508708,448655,186753
29039,MO,Cedar,173738,309671,275955,171839,105731,171976,134310,181505,45284,94877,69260,95339,67859,64633,141724
29041,MO,Chariton,621790,704313,667109,818613,372444,467756,203490,1432496,361255,1569415,1470639,699397,861884,449242,461597
29043,MO,Christian,57039,186875,50341,35268,21623,34478,18810,50494,27329,18277,22409,11621,11621,25690,25690
29045,MO,Clark,306150,276857,266918,410404,168203,110841,85215,419919,110106,308916,241983,167922,485899,194720,137384
29047,MO,Clay,329480,270900,336344,301020,183247,138937,134463,275670,130641,196822,198640,120021,83408,57359,124289
29049,MO,Clinton,286229,224821,251014,209779,127841,126664,74589,395881,68676,234193,110135,53029,126065,38709,29149
29051,MO,Cole,211820,319804,250675,210314,104572,131926,88054,167320,84808,160333,147769,63943,62786,61317,40746
29053,MO,Cooper,329883,579305,543718,573971,334989,608341,461567,1306476,584034,1306027,1303716,832203,1086374,1035932,998567
29055,MO,Crawford,36354,0,28052,22272,17687,23001,14210,12405,3875,5400,25850,4332,4332,8250,14400
29057,MO,Dade,344277,560647,498458,432784,335251,503441,585614,675369,408750,775765,718419,725231,543098,1228242,1133688
29059,MO,Dallas,37098,98050,41715,24959,18515,45368,18399,32451,4629,16808,11339,14237,5165,46343,46343
29061,MO,Daviess,427002,454652,420951,344168,258443,211043,62597,612771,107725,438749,278515,172048,180763,152221,96881
29063,MO,DeKalb,238135,236501,286423,245131,160579,111581,43240,458460,84660,219260,89009,67525,107469,159650,42577
29065,MO,Dent,36944,0,23317,11896,5878,5870,3568,33179,17682,2930,9885,4060,4060,4060,0
29067,MO,Douglas,39497,77339,14497,3415,2280,16399,6855,8408,4985,0,0,0,0,4985,0
29069,MO,Dunklin,34179,0,721935,2326150,1281874,1675040,2005517,3013606,1570791,1021902,1151860,1178679,863026,1100502,1440899
29071,MO,Franklin,469361,495270,449596,617364,381662,484000,467784,531884,315699,418155,389283,211153,161834,133608,114710
29073,MO,Gasconade,231630,315649,273855,301480,159811,140680,99468,194596,77933,118165,125032,65372,57646,45288,88455
29075,MO,Gentry,217043,284225,227072,203820,125134,123739,50435,474947,164861,200022,139876,74375,129696,171323,84767
29077,MO,Greene,154295,400699,200634,110662,54772,78962,43374,120884,54759,52992,148697,33406,22430,80823,84044
29079,MO,Grundy,132923,131145,135799,122744,53975,100156,62496,453186,70071,392035,298102,152275,193410,198801,165443
29081,MO,Harrison,295971,244253,243600,195851,91071,82186,28844,464106,65410,277880,98825,44231,82585,93819,52643
29083,MO,Henry,269660,656534,473338,517585,284965,551582,331519,418695,133971,950143,815008,617224,520220,1067399,785337
29085,MO,Hickory,49027,117191,68033,37300,31257,45385,28963,65623,10472,35181,6025,11842,11842,91332,8100
29087,MO,Holt,235320,294453,318514,264377,141010,128394,79611,335622,81345,139000,61042,57260,101885,27363,21221
29089,MO,Howard,261536,331617,364528,494967,241283,358025,211599,709488,285133,665858,722966,373395,410067,251471,283689
29091,MO,Howell,27364,0,22705,14817,10657,11606,20509,45663,43658,9611,12889,15945,1426,8176,14522
29093,MO,Iron,17297,0,2160,1210,4010,4967,0,0,0,0,0,4967,0,1197,0
29095,MO,Jackson,330476,333370,413211,400387,204851,288267,177472,418649,105065,617421,555146,322482,468956,154299,124812
29097,MO,Jasper,706793,1084592,993103,872816,814076,684501,577454,1331479,555286,1413085,987810,769010,475552,1299231,1822144
29099,MO,Jefferson,122255,0,150014,148545,116391,148632,80466,133378,89624,130597,98952,63477,32574,54118,28628
29101,MO,Johnson,343667,541259,569380,461443,194148,341557,156128,500861,62771,553434,455731,407004,591697,552930,527039
29103,MO,Knox,190596,243981,299725,417811,137514,155510,58873,663446,203071,302905,361061,222966,300785,260889,206571
29105,MO,Laclede,38001,157639,31976,25609,24803,24777,30527,44993,11113,10791,24296,15368,6608,17908,14828
29107,MO,Lafayette,651477,743594,745523,716295,409227,566319,336351,942541,491278,1347885,1058472,378911,298765,282777,185271
29109,MO,Lawrence,328353,592934,354094,261122,219044,228939,229597,423769,185246,422549,335015,223203,204365,324847,396942
29111,MO,Lewis,388362,427908,420996,616352,335104,219424,106484,668623,231641,703699,560509,325605,485645,306606,188406
29113,MO,Lincoln,400241,598663,571416,806546,472119,739323,734050,1261697,995933,1139239,1017044,431544,797440,602692,461341
29115,MO,Linn,157775,229136,240969,258315,118049,118319,37613,883423,79531,565129,384119,227159,365767,285484,340599
29117,MO,Livingston,340993,405845,323098,414961,203415,265559,119527,972025,166986,942186,901400,567160,630546,257959,176154
29119,MO,McDonald,34952,116631,41502,29126,59020,18756,14860,17824,9434,8561,0,0,8561,69235,45953
29121,MO,Macon,132322,299916,321102,324352,133656,141573,38578,750214,182395,366948,367027,353480,316181,312519,341631
29123,MO,Madison,35987,0,15550,10540,16076,20460,7233,28423,15900,6608,3277,2768,0,2768,2768
29125,MO,Maries,100097,0,88898,69607,43400,62780,51345,98442,31916,53233,42626,11120,4730,20040,19677
29127,MO,Marion,460258,494458,474571,587823,367330,332170,111082,724504,536277,930927,845572,380631,688665,366814,205695
29129,MO,Mercer,100502,82157,63754,63798,29867,29804,27281,183298,41448,65362,39623,6108,9824,47175,39210
29131,MO,Miller,115248,232963,133401,83615,48359,58906,42496,109903,23050,30198,22511,21098,21072,27052,20490
29133,MO,Mississippi,74970,0,538348,1026863,581622,1057636,1197861,2329112,1677067,1930685,2474166,2444206,2206703,2555114,2771704
29135,MO,Moniteau,164320,352048,299358,234950,146332,258880,158785,414858,183533,390527,311430,177100,306875,234265,296289
29137,MO,Monroe,295630,538327,593940,644775,331522,303992,173991,1160750,609636,1179717,1076374,437266,595661,398007,577989
29139,MO,Montgomery,255458,457961,534873,792094,437313,669673,616787,1202119,794131,981758,866217,440518,542008,874743,694236
29141,MO,Morgan,130597,281588,180047,144429,66318,168214,74613,191595,105786,222234,155537,138023,217281,293696,293176
29143,MO,New Madrid,105870,0,836303,2200573,1247681,1484849,1369952,3074574,2072184,1401815,1748462,1617022,1069374,1091854,1634596
29145,MO,Newton,279334,455852,272236,286786,231551,174697,150987,358124,168663,205726,223850,144585,41899,270095,412474
29147,MO,Nodaway,386289,249253,264516,183785,98680,69618,36109,318767,123343,139886,112594,71412,103150,94569,103365
29149,MO,Oregon,18390,0,19629,15933,26873,7751,8818,83118,9605,9231,4210,4210,2769,6410,6410
29151,MO,Osage,218095,0,252875,239144,116573,138423,108794,199627,107573,116412,74486,40047,22498,52340,39019
29153,MO,Ozark,18691,35751,7036,2971,1843,2160,0,0,0,2140,0,3734,0,0,0
29155,MO,Pemiscot,6884,0,625810,2210290,805607,981397,1125621,2882081,2100550,2155046,1343032,1308904,822148,900806,1628223
29157,MO,Perry,449847,0,433692,539668,436838,550626,509060,896938,875025,857493,777598,450360,432704,740004,485562
29159,MO,Pettis,333021,660078,597767,576177,381705,738262,353640,1213036,276614,1369864,1239579,903124,1079761,777810,749257
29161,MO,Phelps,71210,0,41002,31777,26746,16941,24355,36579,13868,6195,3080,10106,3000,3000,9320
29163,MO,Pike,329524,404857,436629,777885,282610,433456,426912,1109863,1060564,1224676,971422,561097,858107,473908,557484
29165,MO,Platte,764691,622974,675400,655040,517711,478177,373017,572916,157910,436740,294938,90962,110062,41628,34233
29167,MO,Polk,189331,332762,224801,107677,94079,108178,66699,130096,48592,55238,73580,39542,11266,160530,80055
29169,MO,Pulaski,15751,0,11020,9346,5212,5622,4004,19213,6060,6782,5730,8527,8527,0,0
29171,MO,Putnam,52818,22103,17791,39809,17062,15184,5760,106083,11462,13981,22234,37006,57579,4810,11460
29173,MO,Ralls,204831,369730,399342,507766,286002,299544,179156,1009963,705182,1252956,987123,364213,721565,430483,350163
29175,MO,Randolph,215278,327516,315206,383695,155045,204080,64434,586831,302348,502361,517023,296988,365613,273302,342973
29177,MO,Ray,412483,640151,588617,606656,330651,409258,256339,820201,222264,791086,715275,288204,292977,96602,227074
29179,MO,Reynolds,8503,0,4999,4000,4360,5571,5510,17800,6332,0,0,6332,6332,0,0
29181,MO,Ripley,14651,0,31848,42392,48815,75725,33877,150135,98137,72307,65287,37113,30894,41938,41938
29183,MO,St. Charles,864431,989653,924848,1320791,917721,1135751,704799,1126541,492685,920439,852622,244666,308308,234841,217380
29185,MO,St. Clair,272148,501322,362849,282386,285481,521697,293399,459626,127533,579724,541464,381591,482511,362757,445693
29186,MO,Ste. Genevieve,200727,0,159806,194041,195686,276970,233190,337613,257964,265998,301162,152954,151073,207193,199666
29187,MO,St. Francois,74764,0,33615,36422,25409,36498,19635,63770,28146,20790,29522,14915,49915,15882,49936
29189,MO,St. Louis,391299,459080,493799,536372,365637,386916,235961,350215,197451,289956,190058,46677,69589,86353,16049
29195,MO,Saline,813404,840090,765626,801533,463219,422440,243310,1157788,320132,1434415,1349788,498497,433265,259861,174883
29197,MO,Schuyler,52392,39883,26961,73654,42133,39549,7460,125523,18766,44165,34416,22082,20540,12600,12370
29199,MO,Scotland,142380,154524,132552,253703,105602,110098,33726,443051,75006,171494,184698,135037,165307,88794,174469
29201,MO,Scott,194462,0,586730,829150,736676,1138404,1139587,2091986,1508472,1650427,2248168,1649303,1253378,1989439,1662675
29203,MO,Shannon,11241,0,7696,2257,4384,10672,2485,6302,4348,0,0,0,0,4348,3640
29205,MO,Shelby,299814,450674,477944,541296,255513,196367,69227,741269,283545,778967,967498,636511,645495,389028,337387
29207,MO,Stoddard,169939,0,874630,1675678,1213423,1894973,1742973,4331415,2541013,2306141,2741720,2002645,1945879,1779022,1597852
29209,MO,Stone,8917,48450,7905,4230,5578,8567,0,0,0,0,0,8567,0,0,0
29211,MO,Sullivan,76078,79366,63850,65630,34397,31166,33242,276314,23660,69304,63991,49546,88573,60302,56994
29213,MO,Taney,3960,7183,1195,983,1560,6871,0,0,0,0,19470,6040,6040,6040,6040
29215,MO,Texas,136027,0,45435,17137,23816,20240,18687,66744,44304,6500,8401,11072,11072,10760,10760
29217,MO,Vernon,575076,948413,778325,862779,643377,1149715,908849,983337,238021,1599069,1150246,896070,677938,1234226,902966
29219,MO,Warren,353371,374687,393133,567002,319526,436690,334676,459016,183052,416845,374895,108486,176024,163088,101102
29221,MO,Washington,50351,0,22402,12762,3404,12890,3392,5050,3400,0,0,3400,3400,0,3400
29223,MO,Wayne,15816,0,20569,27943,27825,27144,15530,81780,45500,34882,33333,15785,8818,15161,15161
29225,MO,Webster,59460,184491,36329,16273,16904,30364,14299,25156,5839,10083,24993,39469,14137,35501,5662
29227,MO,Worth,143199,94685,49241,55793,33466,39910,16722,108136,14044,8280,11582,15130,39006,5816,5816
29229,MO,Wright,35839,105337,15421,11412,6368,9895,7514,27107,5390,10826,6831,14744,5748,5921,5921
30001,MT,Beaverhead,99946,154146,199669,195488,196628,221535,209113,669220,595889,681936,759655,279108,481595,601267,687703
30003,MT,Big Horn,1135230,1339843,1328558,1664796,1602096,2260100,2303049,4092774,3320709,4055554,5073615,1692740,3816766,3256927,2617984
30005,MT,Blaine,671429,1642517,1304687,1713326,1762549,2788674,3931798,5085490,5323273,4953934,6186485,4978404,4948652,7550926,4311343
30007,MT,Broadwater,566916,315221,368687,533511,472235,403391,593125,1620891,1285273,1432436,2550566,1148225,1148280,1009126,1112058
30009,MT,Carbon,560708,614792,600819,590173,584846,666454,519536,756517,535052,542777,545217,117709,132772,243520,230496
30011,MT,Carter,62602,180628,237852,359152,365442,599150,798047,804776,901674,1032568,850662,117522,1117773,865325,697082
30013,MT,Cascade,2844703,3926977,3477541,3347653,2972897,4426248,4228852,5079820,4276107,3871400,6568705,3205201,5427374,4548587,6369065
30015,MT,Chouteau,5858150,10035489,9052781,10275570,9267788,14504060,15110448,18209164,14138070,10452132,21656964,10502959,21796912,19486328,21118943
30017,MT,Custer,143953,248333,287608,390218,440416,637349,697226,1035317,1012600,1366668,685351,225218,531754,599673,109149
30019,MT,Daniels,1171302,2127767,2118191,3221907,4733142,4257377,5759975,5305970,3982345,5971039,6430033,5690017,5343954,8237104,3329845
30021,MT,Dawson,869763,1345750,1022903,2240780,3240196,4430596,4008219,3894171,4028834,5073889,4598929,3571084,4049711,5373240,2064077
30023,MT,Deer Lodge,33965,32119,32436,42802,21700,6967,0,0,0,51750,51750,51750,51750,51750,0
30025,MT,Fallon,578656,815733,854207,1312762,1534041,1978636,1613353,1646216,1349317,1603609,1310958,454194,932973,904087,440025
30027,MT,Fergus,3985434,3956778,3571346,4209257,3080700,4017082,3388431,4569111,5619689,4685820,7337502,4156827,6325579,6244746,4570858
30029,MT,Flathead,713279,926978,888021,886643,729627,762431,436594,466025,588467,878060,1187473,1313942,890561,991519,1468289
30031,MT,Gallatin,2173704,1910687,1959330,1934484,2174084,1649568,1747244,2084516,2570495,2757054,2647364,2384041,2516687,2122148,2348851
30033,MT,Garfield,104429,412626,262865,512679,929237,1120120,1898750,2214792,2395420,2558428,2616423,1233640,2453673,2650015,1056696
30035,MT,Glacier,802743,732947,991605,1691041,1547907,1394277,2485728,3727312,4205649,4321102,5280383,3228963,2112836,4415386,5751672
30037,MT,Golden Valley,259094,217039,272939,296793,340442,450474,579143,847035,611677,499348,1213728,187364,606170,534015,564686
30039,MT,Granite,41012,30632,21868,17898,9087,2990,7560,6690,13400,13400,13400,13400,47775,49711,20240
30041,MT,Hill,1984579,7102204,6903170,5851924,7437399,10521305,12573581,15209611,13503344,7912160,15639700,8677654,12489705,16424834,16063620
30043,MT,Jefferson,95770,81818,104989,123697,210340,159733,206692,343036,262489,237893,217625,217625,217625,22726,236984
30045,MT,Judith Basin,1731587,1647277,1883864,2296021,1258270,2058852,1729060,2012492,2808422,1968293,3023051,1590134,2323382,1960472,1895590
30047,MT,Lake,371503,464633,479395,484578,325013,267109,252504,742091,489138,835256,1546540,499347,534383,1009271,489702
30049,MT,Lewis and Clark,249624,324438,281414,271123,297771,210110,353859,525208,485871,337518,445279,215024,600323,579886,731613
30051,MT,Liberty,1967334,4064931,3573952,2758395,3096989,3091674,6056683,7911748,6484846,6026122,7687816,4917112,6140270,7761676,9034248
30053,MT,Lincoln,15548,27876,14737,5096,6834,2662,0,0,0,2662,0,0,0,0,0
30055,MT,McCone,1257856,1846654,1078995,2610111,4039501,4385144,5184991,5102614,4915494,6177913,5288634,3948896,5213171,9297154,2658612
30057,MT,Madison,332394,186833,231497,212786,255379,193020,244330,521794,510963,380581,885330,267337,603861,558056,1036727
30059,MT,Meagher,46190,69299,68349,89347,92237,72770,253646,341783,385684,520953,362458,221953,242915,189269,117610
30061,MT,Mineral,18348,16346,15816,15866,7950,520,520,520,520,37910,42600,42600,0,42600,0
30063,MT,Missoula,148543,182156,167299,128108,113765,69420,82596,70566,69852,74689,139450,51682,48655,12963,12963
30065,MT,Musselshell,175452,271191,237128,286969,242009,395028,861089,1389238,1083899,1096288,1488728,277200,797625,583489,668485
30067,MT,Park,606515,463417,529939,487726,486104,358682,502889,583138,574318,606921,421910,255988,194187,293143,238696
30069,MT,Petroleum,54491,86983,55223,58251,49833,70512,179907,235763,323222,397588,468020,121806,434126,1068218,210015
30071,MT,Phillips,439124,1614488,886956,1802372,1773878,2654064,3188914,4067663,3812984,3890374,4259181,2457424,2883940,6424381,2282189
30073,MT,Pondera,3649163,3627634,3773992,4632488,4061622,2535611,5226277,7759237,6665900,3932494,8027791,4318360,6304155,5829202,7369103
30075,MT,Powder River,287598,352297,421914,364104,625027,850935,852473,1006822,709256,832283,570378,122392,407310,457032,77151
30077,MT,Powell,91958,124058,99289,84555,58334,54464,61073,30759,96162,117757,95080,95080,25610,25610,0
30079,MT,Prairie,331747,454553,414717,697470,612055,1036936,738207,973262,1012175,1031955,878753,428603,744018,734200,375808
30081,MT,Ravalli,212668,255421,195121,187007,117141,94184,144020,169623,60842,105796,120207,74237,37029,169162,98794
30083,MT,Richland,1130717,1422673,1253264,2309760,2964233,3542026,4130513,4231966,4299292,5852484,4568757,3247674,4012833,5389118,3462455
30085,MT,Roosevelt,2019393,2610714,2681399,4480677,5808342,5930884,7125831,7159498,6421479,9322582,8640945,8204209,8247195,12097124,4460631
30087,MT,Rosebud,331936,376065,333963,560011,676630,1014144,1905100,2272908,1544724,2106578,1598696,876255,1126763,795196,456454
30089,MT,Sanders,104999,152755,130117,99833,82194,66979,98555,73793,55794,136527,134825,11907,20230,21377,21377
30091,MT,Sheridan,2031469,2446581,3090529,4146425,6898184,5543825,7742838,6793451,5507791,8424300,7444663,7382931,7798884,9939594,4360379
30093,MT,Silver Bow,2905,850,0,200,612,7473,0,0,0,0,0,0,0,0,0
30095,MT,Stillwater,850703,1032268,1097640,1502769,1194891,1605211,1603054,1931031,1184773,1890333,1393894,307268,789089,604487,966471
30097,MT,Sweet Grass,149122,123307,167666,190603,179115,216606,189549,152297,200096,258636,357225,40622,99838,92103,16756
30099,MT,Teton,3670414,3875097,4005287,4264778,3916120,3494961,4229697,6367531,6109522,3239457,7047706,3084771,5522208,5312531,5907088
30101,MT,Toole,2016503,2591265,3076321,3640090,3712221,1939087,6410938,6580402,5724507,5122632,6702902,6100650,4816186,6736567,6172378
30103,MT,Treasure,86823,85755,113696,90107,99607,264873,181531,191904,185596,362040,283491,180355,327056,587804,517489
30105,MT,Valley,1581855,2710325,2255793,4446874,5219609,5432617,7140031,7110129,6591156,6659803,7032168,7526864,5737821,11405180,4352529
30107,MT,Wheatland,141923,141277,171301,291502,160142,201785,733460,772642,797858,1337138,1589442,382490,902497,631677,836372
30109,MT,Wibaux,416865,680964,388444,680747,591582,1360438,1342743,1068982,1307408,1204558,1006896,878648,1044149,1165169,351745
30111,MT,Yellowstone,1235801,1661586,1872445,2042929,1629830,2846841,2341309,3207395,2828977,3643196,3292688,1122584,2363585,2172511,2822693
31001,NE,Adams,1293905,1586732,1748492,1866812,2157852,2237088,1217671,1334326,1275307,922208,451688,377926,732766,198281,221520
31003,NE,Antelope,111018,48681,66360,21659,33578,65124,20971,26970,28075,13175,13175,13175,224526,40461,20424
31005,NE,Arthur,700,0,0,687,0,0,0,0,0,0,0,0,0,0,0
31007,NE,Banner,1545466,907599,1521819,1211367,837417,2148450,2055967,2128240,1527463,1519193,2227711,975691,1142542,1593220,1668549
31009,NE,Blaine,200,210,0,0,0,13291,0,0,0,0,0,0,0,0,0
31011,NE,Boone,144310,61250,75713,124224,104519,162577,40853,73530,73451,38856,19222,13678,118933,14254,14254
31013,NE,Box Butte,3129222,2060161,2234678,2086639,1309251,2916111,3262790,3253154,3164086,3427205,3976644,3095809,4814852,3699623,3420020
31015,NE,Boyd,30874,8212,14775,13025,27083,63261,40870,55375,77392,30305,44189,46511,302447,209253,74106
31017,NE,Brown,34310,22627,29213,23655,12622,27128,27128,27128,7610,0,0,0,7610,7610,0
31019,NE,Buffalo,494418,576981,625238,534687,839078,1068010,650838,832901,585988,446362,240913,161257,373456,239348,116620
31021,NE,Burt,171010,126684,139454,148761,130718,115697,31935,136991,53708,37934,1380,8196,0,12652,12652
31023,NE,Butler,402464,988902,753215,1030697,832701,1168834,407996,499609,331656,129429,56873,59835,194107,46056,11725
31025,NE,Cass,592499,341733,625350,684885,743717,999681,806216,842919,670880,268439,146681,59848,159270,56155,31251
31027,NE,Cedar,36225,6613,4884,3430,5050,13424,17645,23506,13968,7404,20211,6260,182212,39816,6326
31029,NE,Chase,485421,1357129,1632488,938416,1452484,1842244,1435701,2883805,2246630,1098967,2461351,1957719,2289835,1518715,2133563
31031,NE,Cherry,35912,13616,34903,16539,11348,46275,122900,111326,82495,83050,127210,81810,160918,67539,188457
31033,NE,Cheyenne,4639379,4278476,5127062,3684367,5228148,6489675,6796192,7780063,7931569,4295085,7784230,5164246,8612742,6048066,5948461
31035,NE,Clay,790286,1524551,1542796,1799087,1529031,1555111,829267,747184,691449,459085,230606,119955,674108,107446,59693
31037,NE,Colfax,385743,358902,156499,343260,343663,443456,117913,174276,85811,37523,19094,7878,87227,13448,35204
31039,NE,Cuming,63544,31240,21533,36749,28283,27704,8082,24213,8712,10958,0,10958,41952,41952,41952
31041,NE,Custer,582681,551171,1296568,1101098,898749,1231287,764020,1195537,1045373,491364,430616,329109,847600,396321,245291
31043,NE,Dakota,15277,24921,2560,1728,4756,25230,20590,24520,5480,3050,0,3050,3050,3050,0
31045,NE,Dawes,1283259,755032,743275,898553,611026,1331842,1304443,1267181,1281342,997507,1316630,638402,1340180,1107422,692068
31047,NE,Dawson,432369,203237,403752,330953,347722,361247,214112,295675,303874,227012,172150,185651,319604,173785,102054
31049,NE,Deuel,1204370,1652497,1640673,1417036,2501674,2790335,2754327,3476686,3295499,1319542,2902626,2428536,4008257,3020903,2124477
31051,NE,Dixon,15660,5923,5905,4698,1595,8845,10560,2903,4730,0,0,0,6518,16538,16538
31053,NE,Dodge,199491,530332,299020,304451,388381,350045,64921,124412,38280,68173,14070,8347,51794,5354,5354
31055,NE,Douglas,70199,50152,109777,57464,54014,107980,41302,63041,16700,22065,31776,4412,23842,7737,70182
31057,NE,Dundy,324288,405754,853282,586793,1012797,1142135,984060,1738537,1352009,438744,1396492,1029284,2576276,1503420,1959209
31059,NE,Fillmore,537302,1641721,1545881,2168224,1896707,2050552,1253449,910865,821284,377915,278958,166668,496091,106702,74891
31061,NE,Franklin,569561,912473,766170,786657,1143079,1231678,900177,986175,1036290,806023,648015,543743,889932,391831,256085
31063,NE,Frontier,948256,935974,1212384,1111532,1298369,2005306,1551552,1954362,1737398,1748846,1622381,1810209,2415546,1245193,1057826
31065,NE,Furnas,832244,1144710,1079694,931650,1652523,2068886,2017609,2894122,2582935,2755258,2816583,2783015,3925005,2924561,1937607
31067,NE,Gage,1242889,1841548,1346520,2150899,1894179,2546606,1799176,2009038,1816279,1354029,1413657,1386438,1458840,787886,305523
31069,NE,Garden,1050439,1174179,929927,1172480,1448757,1362475,1627550,2322276,2264248,1530695,1668052,1392864,2336292,1069309,1030146
31071,NE,Garfield,6940,1233,6114,2598,9263,15373,9740,30055,9622,0,0,9622,554,0,0
31073,NE,Gosper,582981,559291,613786,641325,613421,813978,602461,732737,583457,646825,558062,725815,813030,459276,337190
31075,NE,Grant,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31077,NE,Greeley,91066,64346,81137,112540,141049,99571,33929,55447,50712,22652,23304,5732,44578,4332,19500
31079,NE,Hall,410022,441218,501355,435865,376827,474704,180445,199746,152311,77930,50507,14281,103609,29922,26472
31081,NE,Hamilton,867064,1009321,1100738,1136633,787441,639113,249417,196657,163616,80266,33954,27339,439764,52352,58598
31083,NE,Harlan,919096,1349277,1068550,932032,1073017,1578476,1090177,1442857,1405487,1326468,1510853,1204468,1990517,1170127,796519
31085,NE,Hayes,545058,457916,1041786,609687,1422221,1748989,1761280,2191627,1713005,1389037,1718639,1265528,2286627,1147506,1111898
31087,NE,Hitchcock,981519,563048,1789102,1176289,2391252,2539432,2510251,3340158,2571009,2203373,3445885,2628533,2751960,2460470,3377531
31089,NE,Holt,111062,44236,84991,42146,56628,87410,48704,109651,97559,115531,58928,113065,1309798,299499,288758
31091,NE,Hooker,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
31093,NE,Howard,239188,183755,359929,337372,255252,257952,143613,203554,122717,80604,49598,30656,201169,52279,61752
31095,NE,Jefferson,868810,1128775,1126078,1523836,1580305,1630072,1288112,1331481,1305904,605376,950269,1119835,843677,493529,346294
31097,NE,Johnson,436034,505690,355216,526742,443258,550285,442172,453638,321393,145875,171760,146806,247042,157692,99868
